	CODIGOINTERNOMUNI	MUNI	SED_01	SED_05	SED_02	SED_04	SED_03	SED_06	SED_07	SED_08	SED_09	SED_10	SED_11	SED_12	SED_13	SED_14	SED_15	TIC_01	TIC_02	TIC_03_1	TIC_03_0	TIC_04_1	TIC_04_0	TIC_05_1	TIC_05_0	TIC_06_1	TIC_06_0	TIC_07_1	TIC_07_0	TIC_08_1	TIC_08_0	TIC_10_1	TIC_10_0	TIC_11_1	TIC_11_0	SED_16	SED_17	SED_18	SED_19	SED_20	SED_21	SED_23	SED_24
909	52699	Santacruz	0.0	0.0	1216.0	0.0	0.0	252.0	2	1468	100.0	713.0	490.0	165.0	0.0		1.0	0.29903505924240864	0.5455096042924871	34.0	4.0	13.0	25.0	0.0	38.0	4.0	34.0	0.0	38	6.0	32.0	34.0	4.0	4.0	34.0	38	1.0	37.0	0.02631578947368421	4.0	0.10526315789473684	31.0	7
910	15686	Santana	79.0	49.0	1360.0	0.0	0.0	0.0	3	1488	110.0	622.0	565.0	142.0	49.0	0.043010752688172046	0.956989247311828	0.3364853353498658	0.4185645782866541	12.0	0.0	2.0	10.0	0.0	12.0	0.0	12.0	0.0	12	6.0	6.0	12.0	0.0	2.0	10.0	12	2.0	10.0	0.16666666666666666			9.0	1
911	19698	Santander de Quilichao	151.0	1308.0	16538.0	142.0	3552.0	850.0	6	22541	1906.0	9518.0	6998.0	2254.0	1865.0		1.0	0.15936757348176217	0.10044152575657193	124.0	10.0	59.0	75.0	25.0	109.0	22.0	112.0	32.0	102	77.0	57.0	123.0	11.0	23.0	111.0	134	38.0	96.0	0.2835820895522388	61.0	0.4552238805970149	91.0	25
912	86760	Santiago	0.0	58.0	1927.0	0.0	0.0	67.0	3	2052	166.0	846.0	737.0	245.0	58.0		1.0	0.39145915898055267	0.20935651180395118	20.0	4.0	6.0	18.0	2.0	22.0	3.0	21.0	1.0	23	7.0	17.0	22.0	2.0	7.0	17.0	24	5.0	19.0	0.20833333333333334	4.0	0.16666666666666666	18.0	6
913	54680	Santiago	0.0	58.0	1927.0	0.0	0.0	67.0	3	2052	166.0	846.0	737.0	245.0	58.0		1.0	0.39145915898055267	0.20935651180395118	20.0	4.0	6.0	18.0	2.0	22.0	3.0	21.0	1.0	23	7.0	17.0	22.0	2.0	7.0	17.0	24	5.0	19.0	0.20833333333333334	4.0	0.16666666666666666	18.0	6
914	70820	Santiago de Tolú	0.0	147.0	5853.0	372.0	2146.0	0.0	4	8518	1350.0	3552.0	2337.0	718.0	561.0		1.0	0.15141994400478806	0.4159810028868027	32.0	0.0	15.0	17.0	12.0	20.0	7.0	25.0	12.0	20	19.0	13.0	31.0	1.0	6.0	26.0	32	21.0	11.0	0.65625	4.0	0.125	15.0	7
915	5690	Santo Domingo	0.0	233.0	2158.0	55.0	299.0	0.0	4	2745	145.0	1080.0	960.0	272.0	288.0		1.0	0.43243558627768686	0.7343106259180897	45.0	1.0	24.0	22.0	7.0	39.0	2.0	44.0	2.0	44	8.0	38.0	37.0	9.0	7.0	39.0	46	1.0	45.0	0.021739130434782608			41.0	5
916	8685	Santo Tomás	0.0	33.0	2849.0	196.0	878.0	1031.0	5	4987	801.0	2141.0	1348.0	468.0	229.0		1.0	0.07432051061717612	0.0752592967366557	18.0	1.0	14.0	5.0	8.0	11.0	7.0	12.0	8.0	11	17.0	2.0	19.0	0.0	7.0	12.0	19	17.0	2.0	0.8947368421052632	6.0	0.3157894736842105	8.0	2
917	66687	Santuario	0.0	0.0	2131.0	157.0	0.0	0.0	2	2288	176.0	928.0	764.0	263.0	157.0		1.0	0.5605338544791868	0.7381929870742723	35.0	1.0	19.0	17.0	2.0	34.0	13.0	23.0	2.0	34	5.0	31.0	36.0	0.0	10.0	26.0	36	4.0	32.0	0.1111111111111111	1.0	0.027777777777777776	29.0	7
918	52720	Sapuyes	0.0	0.0	1029.0	0.0	0.0	0.0	1	1029	60.0	392.0	449.0	128.0	0.0		1.0	0.4755918356580601	1.180605799942334	12.0	0.0	11.0	1.0	0.0	12.0	0.0	12.0	4.0	8	7.0	5.0	12.0	0.0	1.0	11.0	12	3.0	9.0	0.25			9.0	3
919	81736	Saravena	321.0	1164.0	10065.0	76.0	2063.0	0.0	5	13689	1236.0	6077.0	3981.0	1155.0	1240.0		1.0	0.20746079572488257	0.19418951589938568	70.0	8.0	41.0	37.0	8.0	70.0	11.0	67.0	5.0	73	20.0	58.0	62.0	16.0	12.0	66.0	78	23.0	55.0	0.2948717948717949	9.0	0.11538461538461539	57.0	17
920	54720	Sardinata	0.0	516.0	4972.0	0.0	218.0	74.0	4	5780	505.0	2917.0	1524.0	318.0	516.0		1.0	0.38755099644707736	0.91932911346948	86.0	39.0	21.0	104.0	6.0	119.0	19.0	106.0	15.0	110	14.0	111.0	101.0	24.0	35.0	90.0	125	4.0	121.0	0.032			113.0	11
921	25718	Sasaima	0.0	206.0	2023.0	20.0	0.0	54.0	4	2303	158.0	933.0	738.0	248.0	226.0		1.0	0.31616148279179035	0.337233343195161	22.0	2.0	8.0	16.0	1.0	23.0	0.0	24.0	0.0	24	10.0	14.0	24.0	0.0	0.0	24.0	24	3.0	21.0	0.125			21.0	3
922	15720	Sativanorte	0.0	0.0	0.0	0.0	0.0	364.0	1	364	35.0	152.0	124.0	53.0	0.0		1.0	1.0495828245828247	1.7222222222222223	14.0	1.0	4.0	11.0	0.0	15.0	5.0	10.0	0.0	15	2.0	13.0	15.0	0.0	1.0	14.0	15	1.0	14.0	0.06666666666666667			13.0	2
923	15723	Sativasur	0.0	0.0	208.0	0.0	0.0	0.0	1	208	10.0	71.0	85.0	42.0	0.0		1.0	0.3177966101694915	1.130952380952381	4.0	0.0	4.0	0.0	0.0	4.0	0.0	4.0	1.0	3	1.0	3.0	4.0	0.0	0.0	4.0	4	1.0	3.0	0.25			3.0	1
924	5736	Segovia	0.0	669.0	4076.0	199.0	2453.0	1028.0	5	8425	596.0	4079.0	2341.0	541.0	868.0		1.0	0.07166933458018607	0.396137886426421	22.0	10.0	7.0	25.0	9.0	23.0	1.0	31.0	5.0	27	9.0	23.0	23.0	9.0	3.0	29.0	32	8.0	24.0	0.25	1.0	0.03125	27.0	4
925	25736	Sesquilé	0.0	127.0	2402.0	32.0	115.0	49.0	5	2725	229.0	1129.0	897.0	311.0	159.0		1.0	0.38484449590484204	0.5452672952985844	16.0	1.0	11.0	6.0	2.0	15.0	0.0	17.0	2.0	15	12.0	5.0	17.0	0.0	1.0	16.0	17	5.0	12.0	0.29411764705882354	1.0	0.058823529411764705	11.0	3
926	76736	Sevilla	0.0	307.0	5806.0	358.0	82.0	193.0	5	6746	488.0	2486.0	2387.0	720.0	665.0		1.0	0.24518414104272288	0.6924613191796222	68.0	3.0	35.0	36.0	12.0	59.0	31.0	40.0	3.0	68	13.0	58.0	70.0	1.0	13.0	58.0	71	22.0	49.0	0.30985915492957744	2.0	0.028169014084507043	59.0	9
927	15740	Siachoque	0.0	0.0	501.0	0.0	0.0	1170.0	2	1671	131.0	715.0	591.0	234.0	0.0		1.0	0.24831277626764334	0.49031431515614665	16.0	0.0	7.0	9.0	2.0	14.0	2.0	14.0	1.0	15	9.0	7.0	16.0	0.0	0.0	16.0	16	2.0	14.0	0.125			12.0	3
928	25740	Sibaté	1488.0	124.0	5216.0	128.0	349.0	179.0	6	7484	809.0	3017.0	2598.0	792.0	268.0		1.0	0.23670320700475406	0.3666803820789025	36.0	1.0	24.0	13.0	19.0	18.0	9.0	28.0	10.0	27	36.0	1.0	36.0	1.0	3.0	34.0	37	17.0	20.0	0.4594594594594595			18.0	5
929	86749	Sibundoy	77.0	0.0	3515.0	39.0	0.0	108.0	4	3739	276.0	1487.0	1371.0	566.0	39.0		1.0	0.26315687465738236	0.2520618241443305	13.0	0.0	7.0	6.0	5.0	8.0	0.0	13.0	3.0	10	7.0	6.0	13.0	0.0	1.0	12.0	13	6.0	7.0	0.46153846153846156	6.0	0.46153846153846156	6.0	6
930	54743	Silos	0.0	91.0	1295.0	0.0	0.0	0.0	2	1386	109.0	646.0	427.0	113.0	91.0		1.0	0.5715222267668216	0.13037661427031286	21.0	1.0	1.0	21.0	0.0	22.0	0.0	22.0	7.0	15	2.0	20.0	22.0	0.0	7.0	15.0	22	3.0	19.0	0.13636363636363635			19.0	3
931	25743	Silvania	0.0	117.0	3311.0	184.0	0.0	453.0	4	4065	341.0	1694.0	1276.0	453.0	301.0		1.0	0.22956342957656206	0.29592202781742183	45.0	2.0	18.0	29.0	2.0	45.0	13.0	34.0	3.0	44	15.0	32.0	47.0	0.0	13.0	34.0	47	5.0	42.0	0.10638297872340426	1.0	0.02127659574468085	43.0	3
932	19743	Silvia	0.0	260.0	5221.0	0.0	0.0	1196.0	3	6677	586.0	2925.0	2128.0	778.0	260.0		1.0	0.25752877742191027	0.6804172300592696	69.0	6.0	47.0	28.0	8.0	67.0	11.0	64.0	1.0	74	19.0	56.0	58.0	17.0	18.0	57.0	75	6.0	69.0	0.08	56.0	0.7466666666666667	58.0	17
933	68745	Simacota	0.0	204.0	749.0	0.0	0.0	1077.0	3	2030	147.0	856.0	632.0	191.0	204.0	0.10049261083743842	0.8995073891625616	0.629349414341514	0.1656431803490627	43.0	3.0	14.0	32.0	0.0	46.0	1.0	45.0	1.0	45	6.0	40.0	35.0	11.0	12.0	34.0	46	1.0	45.0	0.021739130434782608			32.0	13
934	25745	Simijaca	70.0	0.0	402.0	61.0	0.0	2145.0	4	2678	237.0	1097.0	899.0	384.0	61.0	0.026138909634055265	0.9738610903659447	0.37837675694629425	0.4449195854135275	21.0	0.0	9.0	12.0	1.0	20.0	3.0	18.0	1.0	20	11.0	10.0	21.0	0.0	4.0	17.0	21	7.0	14.0	0.3333333333333333			16.0	1
935	13744	Simití	0.0	0.0	4079.0	114.0	0.0	0.0	2	4193	432.0	2084.0	1214.0	349.0	114.0		1.0	0.29619147990987993	0.759405818081066	35.0	19.0	7.0	47.0	1.0	53.0	0.0	54.0	0.0	54	3.0	51.0	47.0	7.0	1.0	53.0	54	4.0	50.0	0.07407407407407407			47.0	7
936	70001	Sincelejo	804.0	2641.0	41026.0	844.0	15165.0	10221.0	6	70701	7894.0	29315.0	21317.0	8215.0	3960.0	0.0007779239331834062	0.9992220760668166	0.10247259893846343	0.1544781067985419	164.0	3.0	78.0	89.0	92.0	75.0	35.0	132.0	72.0	95	163.0	4.0	163.0	4.0	45.0	122.0	167	133.0	34.0	0.7964071856287425	19.0	0.11377245508982035	60.0	36
937	27745	Sipí	0.0	0.0	439.0	63.0	90.0	272.0	4	864	63.0	515.0	174.0	35.0	77.0		1.0	0.08134337206967353		7.0	9.0	0.0	16.0	0.0	16.0	0.0	16.0	0.0	16	0.0	16.0	9.0	7.0	3.0	13.0	16	2.0	14.0	0.125	2.0	0.125	12.0	4
938	47745	Sitionuevo	0.0	0.0	5135.0	248.0	1059.0	393.0	4	6835	822.0	3439.0	1825.0	501.0	248.0		1.0	0.11442601986229693	0.12837991745275562	20.0	3.0	7.0	16.0	2.0	21.0	3.0	20.0	7.0	16	10.0	13.0	22.0	1.0	2.0	21.0	23	8.0	15.0	0.34782608695652173			16.0	2
939	25754	Soacha	54584.0	3882.0	39011.0	1203.0	29569.0	4009.0	6	132258	12223.0	55935.0	42940.0	14805.0	6355.0	0.16441349483585113	0.8355865051641489	0.11605210247841732	0.13691097170772518	248.0	4.0	176.0	76.0	212.0	40.0	82.0	170.0	147.0	105	244.0	8.0	248.0	4.0	58.0	194.0	252	243.0	9.0	0.9642857142857143	15.0	0.05952380952380952	40.0	25
940	15753	Soatá	0.0	0.0	1657.0	0.0	0.0	0.0	1	1657	110.0	631.0	600.0	316.0	0.0		1.0	1.0215443969245575	0.7766966568949647	16.0	0.0	11.0	5.0	2.0	14.0	2.0	14.0	0.0	16	3.0	13.0	16.0	0.0	2.0	14.0	16	2.0	14.0	0.125			14.0	2
941	15757	Socha	218.0	0.0	1728.0	0.0	0.0	0.0	2	1946	195.0	842.0	657.0	252.0	0.0	0.03391572456320658	0.9660842754367934	0.4184131677665619	0.3797200698461203	23.0	0.0	3.0	20.0	2.0	21.0	5.0	18.0	3.0	20	7.0	16.0	22.0	1.0	2.0	21.0	23	5.0	18.0	0.21739130434782608			17.0	4
942	68755	Socorro	329.0	342.0	4343.0	172.0	118.0	1248.0	6	6552	700.0	2415.0	2095.0	770.0	572.0	0.0260989010989011	0.9739010989010989	0.353795702142173	0.31737492651485094	39.0	6.0	21.0	24.0	20.0	25.0	2.0	43.0	7.0	38	23.0	22.0	43.0	2.0	6.0	39.0	45	20.0	25.0	0.4444444444444444			25.0	8
943	15755	Socotá	0.0	0.0	1304.0	0.0	0.0	207.0	2	1511	144.0	678.0	522.0	167.0	0.0		1.0	0.35231900653336523	0.47519365166424	34.0	2.0	0.0	36.0	1.0	35.0	0.0	36.0	0.0	36	5.0	31.0	36.0	0.0	3.0	33.0	36	3.0	33.0	0.08333333333333333			34.0	2
944	15759	Sogamoso	4912.0	893.0	14507.0	1037.0	7083.0	2031.0	6	30463	3045.0	11246.0	9895.0	3993.0	2284.0	0.0033483241965663263	0.9966516758034337	0.2617571137779814	0.3212749613309994	106.0	2.0	72.0	36.0	56.0	52.0	33.0	75.0	52.0	56	95.0	13.0	107.0	1.0	38.0	70.0	108	71.0	37.0	0.6574074074074074			41.0	16
945	18756	Solano	0.0	53.0	1844.0	0.0	0.0	618.0	3	2515	216.0	1451.0	656.0	94.0	98.0		1.0	0.26007478781678534	0.4313769358817928	40.0	44.0	6.0	78.0	3.0	81.0	0.0	84.0	1.0	83	5.0	79.0	69.0	15.0	7.0	77.0	84	1.0	83.0	0.011904761904761904	24.0	0.2857142857142857	73.0	11
946	8758	Soledad	3337.0	205.0	59189.0	2838.0	39024.0	22351.0	6	126944	17870.0	54932.0	36782.0	12793.0	4567.0	0.30542601462062013	0.6945739853793799	0.0660323907069292	0.030730034313660323	288.0	5.0	256.0	37.0	244.0	49.0	131.0	162.0	162.0	131	274.0	19.0	277.0	16.0	90.0	203.0	289	288.0	1.0	0.9965397923875432	6.0	0.020761245674740483	19.0	34
947	18785	Solita	0.0	79.0	1441.0	0.0	0.0	0.0	2	1520	105.0	728.0	474.0	134.0	79.0		1.0	0.36483098776397066	0.2549941646674618	28.0	9.0	11.0	26.0	1.0	36.0	4.0	33.0	1.0	36	1.0	36.0	31.0	6.0	0.0	37.0	37	2.0	35.0	0.05405405405405406	1.0	0.02702702702702703	33.0	4
948	15761	Somondoco	0.0	0.0	353.0	0.0	0.0	224.0	2	577	24.0	222.0	189.0	142.0	0.0		1.0	0.4234729118920295	0.004901960784313725	9.0	0.0	9.0	0.0	1.0	8.0	0.0	9.0	2.0	7	2.0	7.0	8.0	1.0	0.0	9.0	9	2.0	7.0	0.2222222222222222			5.0	4
949	5756	Sonsón	0.0	244.0	5223.0	157.0	177.0	1113.0	5	6914	477.0	2899.0	2354.0	783.0	401.0		1.0	0.37750147163323045	0.4512780447585476	93.0	1.0	15.0	79.0	10.0	84.0	16.0	78.0	5.0	89	19.0	75.0	90.0	4.0	12.0	82.0	94	5.0	89.0	0.05319148936170213	1.0	0.010638297872340425	86.0	8
950	5761	Sopetrán	0.0	104.0	2584.0	43.0	14.0	0.0	4	2745	212.0	1176.0	934.0	276.0	147.0		1.0	0.20988072134864294	0.20144255709675302	31.0	1.0	21.0	11.0	7.0	25.0	13.0	19.0	4.0	28	10.0	22.0	21.0	11.0	8.0	24.0	32	3.0	29.0	0.09375	7.0	0.21875	29.0	3
951	13760	Soplaviento	0.0	0.0	1560.0	119.0	374.0	0.0	3	2053	224.0	837.0	628.0	245.0	119.0		1.0	0.04775433483110898		5.0	0.0	1.0	4.0	0.0	5.0	1.0	4.0	1.0	4	2.0	3.0	5.0	0.0	1.0	4.0	5	5.0		1.0			3.0	2
952	25758	Sopó	1423.0	164.0	2451.0	166.0	174.0	1349.0	6	5727	708.0	2153.0	1912.0	703.0	251.0	0.08643268727082241	0.9135673127291776	0.16214351055487813	0.05909466005785778	18.0	0.0	12.0	6.0	12.0	6.0	6.0	12.0	6.0	12	15.0	3.0	18.0	0.0	6.0	12.0	18	11.0	7.0	0.6111111111111112			6.0	4
953	15762	Sora	0.0	0.0	575.0	0.0	0.0	0.0	1	575	39.0	230.0	217.0	89.0	0.0		1.0	0.7637923477934132	0.8043809675029467	9.0	0.0	1.0	8.0	1.0	8.0	0.0	9.0	0.0	9	2.0	7.0	9.0	0.0	0.0	9.0	9	2.0	7.0	0.2222222222222222			8.0	1
954	15764	Soracá	194.0	109.0	0.0	0.0	0.0	1611.0	3	1914	88.0	658.0	750.0	309.0	109.0	0.027168234064785787	0.9728317659352143	0.16261609386826456	0.23221727767182312	14.0	0.0	12.0	2.0	2.0	12.0	1.0	13.0	1.0	13	3.0	11.0	14.0	0.0	4.0	10.0	14	1.0	13.0	0.07142857142857142			10.0	1
955	15763	Sotaquirá	0.0	65.0	843.0	0.0	0.0	474.0	3	1382	92.0	584.0	478.0	163.0	65.0		1.0	0.33049824810172934	0.5924426450742241	20.0	1.0	0.0	21.0	0.0	21.0	1.0	20.0	1.0	20	4.0	17.0	21.0	0.0	1.0	20.0	21	2.0	19.0	0.09523809523809523			19.0	2
956	19760	Sotará Paispamba	0.0	180.0	1805.0	0.0	0.0	0.0	2	1985	151.0	801.0	621.0	232.0	180.0		1.0	0.23562422393948754	0.4257025458969421	33.0	2.0	11.0	24.0	1.0	34.0	4.0	31.0	6.0	29	4.0	31.0	28.0	7.0	2.0	33.0	35	1.0	34.0	0.02857142857142857	7.0	0.2	27.0	8
957	68770	Suaita	0.0	70.0	1602.0	0.0	0.0	315.0	3	1987	135.0	793.0	717.0	272.0	70.0	0.017614494212380472	0.9823855057876195	0.508603155676666	0.13772342518405217	25.0	1.0	12.0	14.0	3.0	23.0	4.0	22.0	1.0	25	6.0	20.0	26.0	0.0	3.0	23.0	26	1.0	25.0	0.038461538461538464			20.0	4
958	8770	Suan	0.0	0.0	701.0	340.0	672.0	969.0	4	2682	192.0	1181.0	729.0	240.0	340.0		1.0	0.06908721281700123	0.16424751718869365	4.0	0.0	1.0	3.0	0.0	4.0	0.0	4.0	0.0	4	4.0	0.0	4.0	0.0	0.0	4.0	4	4.0		1.0			3.0	1
959	41770	Suaza	97.0	0.0	1576.0	448.0	38.0	3074.0	5	5233	449.0	2372.0	1515.0	449.0	448.0		1.0	0.24214715905225032	0.27790155721434956	56.0	1.0	14.0	43.0	3.0	54.0	10.0	47.0	3.0	54	7.0	50.0	54.0	3.0	10.0	47.0	57	5.0	52.0	0.08771929824561403			48.0	7
960	25769	Subachoque	1944.0	0.0	2024.0	135.0	0.0	209.0	4	4312	314.0	1897.0	1456.0	510.0	135.0		1.0	0.6287928067033735	0.7420002926097502	22.0	0.0	4.0	18.0	5.0	17.0	3.0	19.0	3.0	19	9.0	13.0	22.0	0.0	1.0	21.0	22	5.0	17.0	0.22727272727272727			16.0	2
961	70771	Sucre	0.0	79.0	7986.0	0.0	20.0	150.0	4	8235	863.0	3925.0	2540.0	808.0	99.0		1.0	0.3797245273379627	0.33918758158429735	147.0	4.0	83.0	68.0	2.0	149.0	18.0	133.0	1.0	150	13.0	138.0	134.0	17.0	33.0	118.0	151	8.0	143.0	0.052980132450331126			118.0	33
962	19785	Sucre	0.0	79.0	7986.0	0.0	20.0	150.0	4	8235	863.0	3925.0	2540.0	808.0	99.0		1.0	0.3797245273379627	0.33918758158429735	147.0	4.0	83.0	68.0	2.0	149.0	18.0	133.0	1.0	150	13.0	138.0	134.0	17.0	33.0	118.0	151	8.0	143.0	0.052980132450331126			118.0	33
963	68773	Sucre	0.0	79.0	7986.0	0.0	20.0	150.0	4	8235	863.0	3925.0	2540.0	808.0	99.0		1.0	0.3797245273379627	0.33918758158429735	147.0	4.0	83.0	68.0	2.0	149.0	18.0	133.0	1.0	150	13.0	138.0	134.0	17.0	33.0	118.0	151	8.0	143.0	0.052980132450331126			118.0	33
964	25772	Suesca	178.0	25.0	1373.0	64.0	430.0	1118.0	6	3188	272.0	1392.0	1045.0	390.0	89.0	0.01725219573400251	0.9827478042659975	0.3280775067503138	0.17972923068155897	14.0	10.0	11.0	13.0	4.0	20.0	2.0	22.0	3.0	21	16.0	8.0	24.0	0.0	2.0	22.0	24	7.0	17.0	0.2916666666666667	1.0	0.041666666666666664	17.0	4
965	25777	Supatá	0.0	78.0	420.0	0.0	0.0	487.0	3	985	57.0	376.0	330.0	144.0	78.0		1.0	0.2679931054761581	0.2191047471620227	19.0	0.0	0.0	19.0	0.0	19.0	0.0	19.0	1.0	18	5.0	14.0	15.0	4.0	2.0	17.0	19	3.0	16.0	0.15789473684210525			17.0	2
966	17777	Supía	0.0	487.0	2263.0	111.0	698.0	1665.0	5	5224	438.0	1963.0	1622.0	603.0	598.0		1.0	0.3062677443187861	0.8327353330956645	43.0	3.0	6.0	40.0	5.0	41.0	4.0	42.0	3.0	43	17.0	29.0	40.0	6.0	1.0	45.0	46	7.0	39.0	0.15217391304347827	8.0	0.17391304347826086	38.0	7
967	68780	Suratá	0.0	56.0	687.0	0.0	0.0	0.0	2	743	72.0	340.0	215.0	60.0	56.0	0.063257065948856	0.9367429340511441	0.6055127483680313	0.18253968253968253	30.0	0.0	13.0	17.0	0.0	30.0	10.0	20.0	1.0	29	6.0	24.0	29.0	1.0	1.0	29.0	30	3.0	27.0	0.1			26.0	3
968	25779	Susa	0.0	39.0	32.0	0.0	0.0	979.0	3	1050	95.0	472.0	342.0	102.0	39.0		1.0	0.4120972982991131	0.38198757763975155	18.0	0.0	11.0	7.0	1.0	17.0	2.0	16.0	0.0	18	5.0	13.0	17.0	1.0	0.0	18.0	18	5.0	13.0	0.2777777777777778			16.0	1
969	15774	Susacón	0.0	0.0	293.0	0.0	0.0	84.0	2	377	21.0	155.0	134.0	67.0	0.0		1.0	0.7422225689276273	0.5679527242603938	14.0	0.0	2.0	12.0	0.0	14.0	2.0	12.0	0.0	14	1.0	13.0	14.0	0.0	0.0	14.0	14	2.0	12.0	0.14285714285714285			13.0	1
970	15776	Sutamarchán	0.0	0.0	1005.0	0.0	0.0	0.0	1	1005	67.0	445.0	349.0	144.0	0.0		1.0	0.34535867384260815	0.4066369047619048	15.0	0.0	2.0	13.0	0.0	15.0	0.0	15.0	1.0	14	2.0	13.0	13.0	2.0	3.0	12.0	15	2.0	13.0	0.13333333333333333			13.0	2
971	25781	Sutatausa	0.0	87.0	754.0	0.0	0.0	447.0	3	1288	119.0	635.0	344.0	103.0	87.0		1.0	0.4210254537567505	0.6817946377473033	13.0	0.0	3.0	10.0	1.0	12.0	2.0	11.0	1.0	12	8.0	5.0	13.0	0.0	1.0	12.0	13	3.0	10.0	0.23076923076923078			11.0	1
972	15778	Sutatenza	0.0	45.0	179.0	0.0	0.0	272.0	3	496	28.0	162.0	178.0	83.0	45.0		1.0	0.5749496603316924	0.30156671636128524	11.0	1.0	6.0	6.0	1.0	11.0	7.0	5.0	0.0	12	1.0	11.0	12.0	0.0	3.0	9.0	12	2.0	10.0	0.16666666666666666			10.0	2
973	19780	Suárez	0.0	328.0	4800.0	0.0	0.0	145.0	3	5273	355.0	2481.0	1668.0	543.0	226.0		1.0	0.20883326991044143	0.6842248751983279	72.0	1.0	27.0	46.0	2.0	71.0	1.0	72.0	2.0	71	13.0	60.0	60.0	13.0	20.0	53.0	73	5.0	68.0	0.0684931506849315	11.0	0.1506849315068493	61.0	12
974	73770	Suárez	0.0	328.0	4800.0	0.0	0.0	145.0	3	5273	355.0	2481.0	1668.0	543.0	226.0		1.0	0.20883326991044143	0.6842248751983279	72.0	1.0	27.0	46.0	2.0	71.0	1.0	72.0	2.0	71	13.0	60.0	60.0	13.0	20.0	53.0	73	5.0	68.0	0.0684931506849315	11.0	0.1506849315068493	61.0	12
975	85315	Sácama	0.0	21.0	0.0	0.0	0.0	261.0	2	282	19.0	105.0	101.0	36.0	21.0		1.0	0.5932204808787088	0.579959480275936	6.0	0.0	4.0	2.0	0.0	6.0	1.0	5.0	1.0	5	1.0	5.0	6.0	0.0	2.0	4.0	6	1.0	5.0	0.16666666666666666			5.0	1
976	15638	Sáchica	196.0	0.0	761.0	0.0	0.0	0.0	2	957	120.0	409.0	304.0	124.0	0.0	0.10240334378265413	0.8975966562173459	0.2340115285185973	0.5623582766439909	8.0	0.0	3.0	5.0	1.0	7.0	0.0	8.0	1.0	7	5.0	3.0	8.0	0.0	3.0	5.0	8	3.0	5.0	0.375			5.0	1
977	25785	Tabio	1422.0	156.0	1796.0	0.0	154.0	1040.0	5	4568	583.0	1830.0	1420.0	536.0	199.0	0.01795096322241681	0.9820490367775832	0.2047857894312052	0.336091233270458	27.0	0.0	21.0	6.0	13.0	14.0	8.0	19.0	10.0	17	25.0	2.0	27.0	0.0	5.0	22.0	27	9.0	18.0	0.3333333333333333			10.0	3
978	27787	Tadó	0.0	83.0	4527.0	471.0	0.0	1105.0	4	6186	433.0	2832.0	1677.0	690.0	554.0		1.0	0.07904214428292367	0.29731025266308675	29.0	23.0	9.0	43.0	0.0	52.0	0.0	52.0	3.0	49	8.0	44.0	23.0	29.0	1.0	51.0	52	7.0	45.0	0.1346153846153846	10.0	0.19230769230769232	46.0	6
979	13780	Talaigua Nuevo	0.0	0.0	3549.0	273.0	0.0	0.0	2	3822	486.0	1551.0	1037.0	361.0	387.0		1.0	0.061230439398110015	0.09640610788201152	16.0	2.0	3.0	15.0	1.0	17.0	0.0	18.0	2.0	16	14.0	4.0	9.0	9.0	4.0	14.0	18	6.0	12.0	0.3333333333333333			14.0	4
980	20787	Tamalameque	0.0	78.0	4008.0	61.0	185.0	0.0	4	4332	361.0	2013.0	1353.0	466.0	139.0		1.0	0.11365413313421842	0.2340305849110185	26.0	2.0	5.0	23.0	4.0	24.0	1.0	27.0	5.0	23	6.0	22.0	22.0	6.0	5.0	23.0	28	6.0	22.0	0.21428571428571427			21.0	7
981	81794	Tame	38.0	1199.0	13916.0	0.0	510.0	0.0	4	15663	1303.0	7179.0	4592.0	1390.0	1199.0		1.0	0.18981361446592412	0.12776813960657696	111.0	24.0	18.0	117.0	10.0	125.0	4.0	131.0	5.0	130	33.0	102.0	90.0	45.0	23.0	112.0	135	19.0	116.0	0.14074074074074075	17.0	0.1259259259259259	88.0	41
982	52786	Taminango	0.0	23.0	2632.0	0.0	34.0	292.0	4	2981	166.0	1053.0	1192.0	547.0	23.0		1.0	0.4464558279653648	0.7800219016149622	40.0	2.0	12.0	30.0	0.0	42.0	2.0	40.0	1.0	41	6.0	36.0	41.0	1.0	10.0	32.0	42	4.0	38.0	0.09523809523809523			16.0	26
983	52788	Tangua	0.0	76.0	1444.0	0.0	0.0	0.0	2	1520	106.0	597.0	526.0	215.0	76.0		1.0	0.45529214399626655	0.35393400545429865	37.0	0.0	18.0	19.0	0.0	37.0	7.0	30.0	2.0	35	5.0	32.0	30.0	7.0	9.0	28.0	37	3.0	34.0	0.08108108108108109	2.0	0.05405405405405406	26.0	11
984	97666	Taraira	0.0	0.0	458.0	60.0	0.0	0.0	2	518	29.0	260.0	145.0	24.0	60.0		1.0	0.02356020942408377	0.06544502617801047	1.0	6.0	1.0	6.0	0.0	7.0	0.0	7.0	0.0	7	1.0	6.0	1.0	6.0	0.0	7.0	7	1.0	6.0	0.14285714285714285			6.0	1
985	91798	Tarapacá	0.0	0.0	822.0	90.0	0.0	0.0	2	912	85.0	471.0	219.0	47.0	90.0		1.0	0.038844453954660345		9.0	3.0	0.0	12.0	0.0	12.0	0.0	12.0	0.0	12	0.0	12.0	11.0	1.0	0.0	12.0	12		12.0		11.0	0.9166666666666666	2.0	10
