	CODIGOINTERNOMUNI	MUNI	SED_01	SED_05	SED_02	SED_04	SED_03	SED_06	SED_07	SED_08	SED_09	SED_10	SED_11	SED_12	SED_13	SED_14	SED_15	TIC_01	TIC_02	TIC_03_1	TIC_03_0	TIC_04_1	TIC_04_0	TIC_05_1	TIC_05_0	TIC_06_1	TIC_06_0	TIC_07_1	TIC_07_0	TIC_08_1	TIC_08_0	TIC_10_1	TIC_10_0	TIC_11_1	TIC_11_0	SED_16	SED_17	SED_18	SED_19	SED_20	SED_21	SED_23	SED_24
0	5002	Abejorral	0.0	39.0	2286.0	0.0	0.0	977.0	3	3302	221.0	1433.0	1178.0	431.0	39.0		1.0	0.302776118066362	0.34901576700854015	59.0	8.0	24.0	43.0	5.0	62.0	4.0	63.0	0.0	67	8.0	59.0	54.0	13.0	4.0	63.0	67	3.0	64.0	0.04477611940298507			61.0	6
1	5004	Abriaquí	0.0	0.0	333.0	0.0	0.0	19.0	2	352	30.0	151.0	125.0	46.0	0.0		1.0	0.4944167525953943	0.33664042274000777	10.0	0.0	4.0	6.0	2.0	8.0	0.0	10.0	1.0	9	2.0	8.0	10.0	0.0	3.0	7.0	10	1.0	9.0	0.1			9.0	1
2	50006	Acacías	2563.0	424.0	12572.0	158.0	3385.0	297.0	6	19399	2013.0	7800.0	6011.0	2162.0	1413.0	0.01742357853497603	0.982576421465024	0.152036915861384	0.4835200339707171	66.0	1.0	41.0	26.0	25.0	42.0	7.0	60.0	17.0	50	60.0	7.0	67.0	0.0	23.0	44.0	67	33.0	34.0	0.4925373134328358			34.0	14
3	27006	Acandí	0.0	0.0	1229.0	208.0	181.0	1962.0	4	3580	305.0	1767.0	984.0	261.0	263.0		1.0	0.19368752723002283	0.38006421608662566	12.0	16.0	9.0	19.0	2.0	26.0	4.0	24.0	1.0	27	8.0	20.0	14.0	14.0	6.0	22.0	28	5.0	23.0	0.17857142857142858	19.0	0.6785714285714286	23.0	5
4	41006	Acevedo	0.0	190.0	4988.0	376.0	0.0	2179.0	4	7733	571.0	3742.0	2315.0	539.0	566.0		1.0	0.2762515833919841	0.5051866676203655	86.0	2.0	18.0	70.0	2.0	86.0	1.0	87.0	7.0	81	36.0	52.0	86.0	2.0	18.0	70.0	88	7.0	81.0	0.07954545454545454	1.0	0.011363636363636364	76.0	9
5	13006	Achí	0.0	524.0	5284.0	0.0	442.0	626.0	4	6876	691.0	2993.0	1964.0	624.0	604.0		1.0	0.11889878822992732	0.4102572472304507	59.0	12.0	8.0	63.0	1.0	70.0	1.0	70.0	3.0	68	15.0	56.0	51.0	20.0	18.0	53.0	71	4.0	67.0	0.056338028169014086			59.0	12
6	41013	Agrado	0.0	0.0	1257.0	148.0	0.0	664.0	3	2069	154.0	924.0	613.0	230.0	148.0		1.0	0.5296823192795388	0.7940484854972102	21.0	0.0	1.0	20.0	0.0	21.0	0.0	21.0	4.0	17	4.0	17.0	21.0	0.0	4.0	17.0	21	3.0	18.0	0.14285714285714285			18.0	3
7	25001	Agua de Dios	36.0	97.0	1743.0	64.0	0.0	0.0	4	1940	176.0	725.0	640.0	238.0	161.0		1.0	0.2681585053107118	0.3993267234954834	13.0	1.0	7.0	7.0	4.0	10.0	3.0	11.0	3.0	11	10.0	4.0	14.0	0.0	0.0	14.0	14	7.0	7.0	0.5			9.0	1
8	20011	Aguachica	278.0	1207.0	14720.0	481.0	7727.0	0.0	5	24413	2599.0	10883.0	7032.0	2211.0	1688.0	0.005816573137262934	0.9941834268627371	0.127253514070983	0.2804587340880553	85.0	13.0	30.0	68.0	28.0	70.0	4.0	94.0	24.0	74	46.0	52.0	83.0	15.0	11.0	87.0	98	45.0	53.0	0.45918367346938777	1.0	0.01020408163265306	63.0	14
9	68013	Aguada	0.0	0.0	254.0	0.0	0.0	0.0	1	254	22.0	102.0	88.0	42.0	0.0		1.0	0.5779067818173963	0.0	7.0	0.0	2.0	5.0	0.0	7.0	0.0	7.0	0.0	7	2.0	5.0	7.0	0.0	1.0	6.0	7	1.0	6.0	0.14285714285714285			6.0	1
10	17013	Aguadas	0.0	108.0	1367.0	0.0	0.0	2372.0	3	3847	265.0	1552.0	1315.0	561.0	154.0		1.0	0.5096459374102984	0.43494968125141287	66.0	2.0	8.0	60.0	5.0	63.0	4.0	64.0	5.0	63	15.0	53.0	67.0	1.0	12.0	56.0	68	9.0	59.0	0.1323529411764706			58.0	10
11	85010	Aguazul	661.0	564.0	5781.0	45.0	0.0	1280.0	5	8331	707.0	3477.0	2657.0	881.0	609.0		1.0	0.5751031887427456	0.3811134736546479	43.0	2.0	11.0	34.0	6.0	39.0	2.0	43.0	12.0	33	26.0	19.0	42.0	3.0	5.0	40.0	45	13.0	32.0	0.28888888888888886	1.0	0.022222222222222223	34.0	7
12	20013	Agustín Codazzi	136.0	613.0	11864.0	868.0	4197.0	474.0	6	18152	1884.0	8381.0	4992.0	1287.0	1608.0		1.0	0.13363147496541403	0.24659276299361194	70.0	67.0	26.0	111.0	16.0	121.0	7.0	130.0	5.0	132	33.0	104.0	61.0	76.0	6.0	131.0	137	32.0	105.0	0.23357664233576642	56.0	0.40875912408759124	108.0	13
13	41016	Aipe	0.0	0.0	1324.0	189.0	260.0	1766.0	4	3539	305.0	1520.0	1143.0	382.0	189.0		1.0	0.6546422488752373	0.8150846579102974	27.0	0.0	19.0	8.0	1.0	26.0	4.0	23.0	1.0	26	4.0	23.0	27.0	0.0	6.0	21.0	27	1.0	26.0	0.037037037037037035			23.0	4
14	18029	Albania	408.0	54.0	7315.0	147.0	747.0	1410.0	6	10081	1269.0	4581.0	3070.0	960.0	201.0	0.0026783057236385278	0.9973216942763615	0.3516780394296819	0.2995048333120787	68.0	18.0	17.0	69.0	5.0	81.0	9.0	77.0	3.0	83	15.0	71.0	53.0	33.0	18.0	68.0	86	8.0	78.0	0.09302325581395349	31.0	0.36046511627906974	67.0	13
15	44035	Albania	408.0	54.0	7315.0	147.0	747.0	1410.0	6	10081	1269.0	4581.0	3070.0	960.0	201.0	0.0026783057236385278	0.9973216942763615	0.3516780394296819	0.2995048333120787	68.0	18.0	17.0	69.0	5.0	81.0	9.0	77.0	3.0	83	15.0	71.0	53.0	33.0	18.0	68.0	86	8.0	78.0	0.09302325581395349	31.0	0.36046511627906974	67.0	13
16	68020	Albania	408.0	54.0	7315.0	147.0	747.0	1410.0	6	10081	1269.0	4581.0	3070.0	960.0	201.0	0.0026783057236385278	0.9973216942763615	0.3516780394296819	0.2995048333120787	68.0	18.0	17.0	69.0	5.0	81.0	9.0	77.0	3.0	83	15.0	71.0	53.0	33.0	18.0	68.0	86	8.0	78.0	0.09302325581395349	31.0	0.36046511627906974	67.0	13
17	25019	Albán	0.0	83.0	1386.0	23.0	0.0	1028.0	4	2520	168.0	949.0	932.0	365.0	106.0		1.0	0.4296830151869609	0.7269365740502922	33.0	0.0	20.0	13.0	7.0	26.0	5.0	28.0	3.0	30	17.0	16.0	33.0	0.0	11.0	22.0	33	6.0	27.0	0.18181818181818182			28.0	5
18	52019	Albán	0.0	83.0	1386.0	23.0	0.0	1028.0	4	2520	168.0	949.0	932.0	365.0	106.0		1.0	0.4296830151869609	0.7269365740502922	33.0	0.0	20.0	13.0	7.0	26.0	5.0	28.0	3.0	30	17.0	16.0	33.0	0.0	11.0	22.0	33	6.0	27.0	0.18181818181818182			28.0	5
19	76020	Alcalá	0.0	210.0	2000.0	0.0	0.0	0.0	2	2210	164.0	872.0	748.0	216.0	210.0		1.0	0.19232353495492907	0.7306792913467011	16.0	0.0	5.0	11.0	1.0	15.0	2.0	14.0	1.0	15	2.0	14.0	16.0	0.0	3.0	13.0	16	3.0	13.0	0.1875			14.0	2
20	52022	Aldana	0.0	0.0	1513.0	0.0	0.0	0.0	1	1513	94.0	585.0	604.0	230.0	0.0		1.0	0.31561520634782386	0.5825553031079834	11.0	0.0	3.0	8.0	4.0	7.0	4.0	7.0	1.0	10	6.0	5.0	11.0	0.0	4.0	7.0	11		11.0		7.0	0.6363636363636364	9.0	2
21	5021	Alejandría	0.0	0.0	562.0	102.0	0.0	154.0	3	818	60.0	295.0	279.0	82.0	102.0		1.0	0.4080131463610213	1.0551333418980477	12.0	3.0	0.0	15.0	2.0	13.0	1.0	14.0	1.0	14	3.0	12.0	15.0	0.0	1.0	14.0	15	2.0	13.0	0.13333333333333333			14.0	1
22	47030	Algarrobo	0.0	0.0	2142.0	845.0	155.0	1790.0	4	4932	434.0	2023.0	1252.0	378.0	845.0		1.0	0.08077334134069411	0.17433201979737714	14.0	3.0	5.0	12.0	0.0	17.0	4.0	13.0	1.0	16	8.0	9.0	11.0	6.0	1.0	16.0	17	10.0	7.0	0.5882352941176471			9.0	5
23	41020	Algeciras	124.0	18.0	3162.0	256.0	865.0	610.0	6	5035	381.0	2341.0	1580.0	459.0	274.0		1.0	0.4679468839486136	0.5737365266262663	52.0	7.0	22.0	37.0	4.0	55.0	9.0	50.0	3.0	56	5.0	54.0	59.0	0.0	4.0	55.0	59	5.0	54.0	0.0847457627118644	1.0	0.01694915254237288	52.0	6
24	19022	Almaguer	0.0	523.0	2063.0	57.0	0.0	725.0	4	3368	214.0	1261.0	909.0	404.0	580.0		1.0	0.4039042082226564	0.19342473478330746	62.0	2.0	33.0	31.0	0.0	64.0	13.0	51.0	9.0	55	11.0	53.0	50.0	14.0	22.0	42.0	64	2.0	62.0	0.03125	14.0	0.21875	55.0	9
25	15022	Almeida	0.0	0.0	10.0	0.0	0.0	211.0	2	221	11.0	95.0	79.0	36.0	0.0		1.0	1.1848798088497279	0.6086956521739131	8.0	0.0	1.0	7.0	0.0	8.0	0.0	8.0	0.0	8	1.0	7.0	8.0	0.0	2.0	6.0	8	2.0	6.0	0.25			7.0	1
26	73024	Alpujarra	0.0	0.0	120.0	0.0	0.0	694.0	2	814	52.0	370.0	283.0	109.0	0.0		1.0	0.3376273715363331	0.6440270676238681	18.0	0.0	3.0	15.0	1.0	17.0	3.0	15.0	1.0	17	4.0	14.0	16.0	2.0	3.0	15.0	18	1.0	17.0	0.05555555555555555			16.0	2
27	41026	Altamira	0.0	0.0	646.0	0.0	0.0	45.0	2	691	56.0	297.0	253.0	85.0	0.0		1.0	0.5783313251776175	1.1382956674907667	8.0	1.0	0.0	9.0	1.0	8.0	0.0	9.0	0.0	9	3.0	6.0	9.0	0.0	0.0	9.0	9	3.0	6.0	0.3333333333333333			8.0	1
28	27025	Alto Baudó	0.0	250.0	7338.0	349.0	0.0	768.0	4	8705	702.0	4636.0	1834.0	458.0	1075.0		1.0	0.07313393731675571	0.8163265306122449	14.0	109.0	7.0	116.0	0.0	123.0	1.0	122.0	1.0	122	9.0	114.0	7.0	116.0	1.0	122.0	123	2.0	121.0	0.016260162601626018	83.0	0.6747967479674797	108.0	15
29	13030	Altos del Rosario	0.0	100.0	1969.0	0.0	482.0	0.0	3	2551	273.0	1260.0	713.0	205.0	100.0		1.0	0.07328934886212521	0.2129360243829023	10.0	5.0	1.0	14.0	5.0	10.0	0.0	15.0	1.0	14	3.0	12.0	12.0	3.0	3.0	12.0	15	1.0	14.0	0.06666666666666667			12.0	3
30	73026	Alvarado	0.0	0.0	1328.0	0.0	150.0	0.0	2	1478	107.0	685.0	561.0	125.0	0.0		1.0	0.3356108768545403	0.9742552305022987	27.0	1.0	4.0	24.0	1.0	27.0	1.0	27.0	1.0	27	17.0	11.0	27.0	1.0	7.0	21.0	28	2.0	26.0	0.07142857142857142			25.0	3
31	5030	Amagá	0.0	409.0	2970.0	105.0	1009.0	383.0	5	4876	331.0	1899.0	1646.0	486.0	514.0		1.0	0.35156820148429174	0.42903080621201717	25.0	0.0	8.0	17.0	12.0	13.0	3.0	22.0	5.0	20	18.0	7.0	25.0	0.0	11.0	14.0	25	5.0	20.0	0.2			19.0	5
32	5031	Amalfi	0.0	324.0	2712.0	80.0	1327.0	459.0	5	4902	298.0	2214.0	1609.0	377.0	404.0		1.0	0.20376977600255747	0.339619011252287	61.0	1.0	27.0	35.0	5.0	57.0	9.0	53.0	5.0	57	7.0	55.0	44.0	18.0	17.0	45.0	62	4.0	58.0	0.06451612903225806			56.0	6
33	73030	Ambalema	0.0	0.0	1013.0	0.0	0.0	31.0	2	1044	73.0	502.0	362.0	107.0	0.0		1.0	0.2594357208192405	0.4760620520420252	8.0	0.0	3.0	5.0	0.0	8.0	0.0	8.0	0.0	8	4.0	4.0	8.0	0.0	3.0	5.0	8	4.0	4.0	0.5			6.0	2
34	25035	Anapoima	87.0	23.0	2068.0	128.0	305.0	229.0	6	2840	219.0	1259.0	925.0	286.0	151.0		1.0	0.1792054751832404	0.8181486633677594	24.0	1.0	14.0	11.0	3.0	22.0	10.0	15.0	4.0	21	10.0	15.0	19.0	6.0	2.0	23.0	25	6.0	19.0	0.24	1.0	0.04	20.0	3
35	52036	Ancuya	0.0	0.0	1143.0	0.0	0.0	0.0	1	1143	69.0	399.0	469.0	206.0	0.0		1.0	0.6191212113944039	1.0606347204707862	24.0	0.0	15.0	9.0	0.0	24.0	4.0	20.0	0.0	24	2.0	22.0	23.0	1.0	1.0	23.0	24	4.0	20.0	0.16666666666666666			18.0	6
36	76036	Andalucía	0.0	219.0	2806.0	34.0	151.0	0.0	4	3210	284.0	1193.0	1048.0	412.0	273.0		1.0	0.15112973076844227	0.7858964076108346	20.0	2.0	8.0	14.0	4.0	18.0	0.0	22.0	2.0	20	6.0	16.0	22.0	0.0	5.0	17.0	22	11.0	11.0	0.5			17.0	2
37	5034	Andes	0.0	533.0	3809.0	115.0	1393.0	2006.0	5	7856	506.0	3397.0	2449.0	856.0	648.0		1.0	0.23807924995635357	0.2669363999389853	60.0	0.0	39.0	21.0	9.0	51.0	14.0	46.0	11.0	49	17.0	43.0	57.0	3.0	18.0	42.0	60	5.0	55.0	0.08333333333333333			48.0	11
38	5036	Angelópolis	0.0	185.0	866.0	91.0	198.0	4.0	5	1344	51.0	484.0	398.0	135.0	276.0		1.0	0.23205592627681	0.6223500742611554	8.0	0.0	3.0	5.0	2.0	6.0	0.0	8.0	0.0	8	2.0	6.0	8.0	0.0	3.0	5.0	8	1.0	7.0	0.125	1.0	0.125	5.0	3
39	5038	Angostura	0.0	132.0	1357.0	0.0	25.0	640.0	4	2154	137.0	982.0	676.0	227.0	132.0		1.0	0.1898088522761891	0.4662895345151027	38.0	1.0	13.0	26.0	3.0	36.0	7.0	32.0	0.0	39	3.0	36.0	36.0	3.0	8.0	31.0	39	3.0	36.0	0.07692307692307693			34.0	5
40	25040	Anolaima	201.0	155.0	1965.0	0.0	9.0	375.0	5	2705	232.0	1038.0	941.0	330.0	164.0		1.0	0.3826772414551962	0.29940380842403824	36.0	0.0	25.0	11.0	1.0	35.0	2.0	34.0	5.0	31	13.0	23.0	36.0	0.0	4.0	32.0	36	5.0	31.0	0.1388888888888889			31.0	4
41	5040	Anorí	0.0	357.0	1693.0	319.0	768.0	1110.0	5	4247	285.0	1787.0	1188.0	311.0	676.0		1.0	0.10548402141000235	0.2829056153004414	55.0	9.0	30.0	34.0	3.0	61.0	5.0	59.0	2.0	62	5.0	59.0	20.0	44.0	9.0	55.0	64	2.0	62.0	0.03125			59.0	5
42	17042	Anserma	154.0	172.0	4367.0	181.0	196.0	613.0	6	5683	474.0	2211.0	2014.0	631.0	353.0		1.0	0.3741207264738506	0.7298465473498864	64.0	4.0	14.0	54.0	7.0	61.0	1.0	67.0	6.0	62	17.0	51.0	67.0	1.0	13.0	55.0	68	12.0	56.0	0.17647058823529413			56.0	10
43	76041	Ansermanuevo	0.0	338.0	1964.0	0.0	670.0	158.0	4	3130	228.0	1309.0	964.0	291.0	338.0		1.0	0.2833712068239723	0.7441244659638271	43.0	0.0	15.0	28.0	2.0	41.0	2.0	41.0	1.0	42	8.0	35.0	43.0	0.0	13.0	30.0	43	8.0	35.0	0.18604651162790697	1.0	0.023255813953488372	38.0	4
44	73043	Anzoátegui	0.0	107.0	1983.0	0.0	0.0	0.0	2	2090	157.0	931.0	680.0	215.0	107.0		1.0	0.17055961363048	0.6936563732381312	35.0	2.0	8.0	29.0	0.0	37.0	6.0	31.0	10.0	27	7.0	30.0	36.0	1.0	6.0	31.0	37	4.0	33.0	0.10810810810810811			33.0	3
45	5044	Anzá	0.0	12.0	1169.0	45.0	0.0	131.0	4	1357	92.0	655.0	428.0	125.0	57.0		1.0	0.17922264829592224	0.6118008460155531	18.0	0.0	7.0	11.0	2.0	16.0	0.0	18.0	0.0	18	2.0	16.0	12.0	6.0	0.0	18.0	18	1.0	17.0	0.05555555555555555			15.0	3
46	5045	Apartadó	1396.0	3142.0	14560.0	546.0	11802.0	2046.0	6	33492	2304.0	13238.0	11109.0	3117.0	3724.0		1.0	0.12083024677557938	0.1024124397545772	68.0	7.0	41.0	34.0	28.0	47.0	18.0	57.0	20.0	55	45.0	30.0	47.0	28.0	13.0	62.0	75	27.0	48.0	0.36	10.0	0.13333333333333333	44.0	21
47	25599	Apulo	0.0	33.0	979.0	43.0	185.0	0.0	4	1240	80.0	560.0	388.0	136.0	76.0		1.0	0.13082728203695945	0.3275103519668737	16.0	0.0	10.0	6.0	1.0	15.0	0.0	16.0	1.0	15	2.0	14.0	7.0	9.0	0.0	16.0	16	3.0	13.0	0.1875			15.0	1
48	66045	Apía	0.0	0.0	1474.0	134.0	204.0	186.0	4	1998	142.0	772.0	677.0	273.0	134.0		1.0	0.5143739256092101	0.54465517339384	42.0	0.0	42.0	0.0	3.0	39.0	17.0	25.0	0.0	42	5.0	37.0	41.0	1.0	1.0	41.0	42	5.0	37.0	0.11904761904761904			37.0	5
49	15047	Aquitania	125.0	0.0	1643.0	0.0	0.0	1496.0	3	3264	249.0	1472.0	1082.0	461.0	0.0		1.0	0.5222617934645045	0.4003029982528182	37.0	2.0	8.0	31.0	1.0	38.0	1.0	38.0	2.0	37	3.0	36.0	39.0	0.0	6.0	33.0	39	3.0	36.0	0.07692307692307693			34.0	4
50	47053	Aracataca	0.0	0.0	6903.0	706.0	790.0	1768.0	4	10167	934.0	4529.0	2961.0	852.0	891.0		1.0	0.07799523421166932	0.32335359610804626	37.0	19.0	18.0	38.0	3.0	53.0	7.0	49.0	6.0	50	17.0	39.0	37.0	19.0	8.0	48.0	56	20.0	36.0	0.35714285714285715	6.0	0.10714285714285714	44.0	6
51	17050	Aranzazu	0.0	203.0	17.0	0.0	0.0	1846.0	3	2066	131.0	751.0	693.0	288.0	203.0		1.0	0.4599040092568248	0.33929928016715577	33.0	0.0	14.0	19.0	2.0	31.0	0.0	33.0	3.0	30	5.0	28.0	32.0	1.0	6.0	27.0	33	5.0	28.0	0.15151515151515152			29.0	4
52	68051	Aratoca	0.0	114.0	1595.0	29.0	0.0	0.0	3	1738	112.0	644.0	610.0	229.0	143.0	0.06559263521288838	0.9344073647871116	0.5090845834544523	0.34636354269093644	20.0	3.0	10.0	13.0	1.0	22.0	9.0	14.0	0.0	23	6.0	17.0	23.0	0.0	1.0	22.0	23	1.0	22.0	0.043478260869565216			19.0	3
53	81001	Arauca	1376.0	1146.0	14544.0	557.0	2453.0	1066.0	6	21142	1971.0	9563.0	5875.0	1891.0	1842.0	0.002932551319648094	0.9970674486803519	0.20168090613511655	0.12770434578923373	87.0	21.0	41.0	67.0	33.0	75.0	10.0	98.0	24.0	84	48.0	60.0	62.0	46.0	17.0	91.0	108	43.0	65.0	0.39814814814814814	13.0	0.12037037037037036	74.0	15
54	81065	Arauquita	0.0	497.0	9244.0	187.0	0.0	48.0	4	9976	923.0	4808.0	2837.0	724.0	684.0		1.0	0.25137007319376703	0.20043278754287644	94.0	8.0	41.0	61.0	9.0	93.0	12.0	90.0	4.0	98	15.0	87.0	95.0	7.0	26.0	76.0	102	11.0	91.0	0.10784313725490197	4.0	0.0392156862745098	71.0	27
55	25053	Arbeláez	33.0	144.0	1815.0	9.0	0.0	158.0	5	2159	149.0	896.0	723.0	238.0	153.0		1.0	0.3861898200944251	0.31499899013979116	26.0	1.0	5.0	22.0	0.0	27.0	1.0	26.0	4.0	23	10.0	17.0	27.0	0.0	2.0	25.0	27	4.0	23.0	0.14814814814814814			23.0	3
56	52051	Arboleda	0.0	0.0	1271.0	0.0	0.0	0.0	1	1271	88.0	470.0	510.0	203.0	0.0		1.0	0.40482943911972163	0.6931871649904681	25.0	2.0	15.0	12.0	0.0	27.0	4.0	23.0	3.0	24	8.0	19.0	26.0	1.0	6.0	21.0	27	1.0	26.0	0.037037037037037035			24.0	3
57	54051	Arboledas	0.0	105.0	1552.0	0.0	0.0	125.0	3	1782	117.0	830.0	526.0	204.0	105.0		1.0	0.6013427403410253	0.07649298057035446	42.0	0.0	1.0	41.0	0.0	42.0	0.0	42.0	0.0	42	2.0	40.0	41.0	1.0	4.0	38.0	42	1.0	41.0	0.023809523809523808			38.0	4
58	5051	Arboletes	0.0	704.0	7165.0	30.0	999.0	279.0	5	9177	562.0	3661.0	3084.0	1037.0	833.0		1.0	0.0963021307748414	0.15362080927591285	68.0	3.0	13.0	58.0	8.0	63.0	6.0	65.0	5.0	66	10.0	61.0	29.0	42.0	13.0	58.0	71	6.0	65.0	0.08450704225352113	3.0	0.04225352112676056	58.0	12
59	15051	Arcabuco	0.0	0.0	1124.0	0.0	0.0	0.0	1	1124	83.0	444.0	429.0	168.0	0.0		1.0	0.3318352604484899	0.059695225210300594	11.0	0.0	0.0	11.0	1.0	10.0	4.0	7.0	1.0	10	1.0	10.0	10.0	1.0	8.0	3.0	11	3.0	8.0	0.2727272727272727			10.0	1
60	13042	Arenal	0.0	0.0	1385.0	144.0	564.0	0.0	3	2093	154.0	996.0	585.0	214.0	144.0		1.0	0.21163547388911252	0.8234335390090699	15.0	1.0	0.0	16.0	0.0	16.0	0.0	16.0	0.0	16	2.0	14.0	16.0	0.0	1.0	15.0	16	1.0	15.0	0.0625			14.0	2
61	76054	Argelia	0.0	407.0	5446.0	263.0	15.0	2749.0	5	8880	707.0	4286.0	2490.0	712.0	685.0		1.0	0.2910054062865908	0.5645475982552568	129.0	13.0	29.0	113.0	6.0	136.0	10.0	132.0	3.0	139	19.0	123.0	100.0	42.0	19.0	123.0	142	7.0	135.0	0.04929577464788732	1.0	0.007042253521126761	118.0	23
62	5055	Argelia	0.0	407.0	5446.0	263.0	15.0	2749.0	5	8880	707.0	4286.0	2490.0	712.0	685.0		1.0	0.2910054062865908	0.5645475982552568	129.0	13.0	29.0	113.0	6.0	136.0	10.0	132.0	3.0	139	19.0	123.0	100.0	42.0	19.0	123.0	142	7.0	135.0	0.04929577464788732	1.0	0.007042253521126761	118.0	23
63	19050	Argelia	0.0	407.0	5446.0	263.0	15.0	2749.0	5	8880	707.0	4286.0	2490.0	712.0	685.0		1.0	0.2910054062865908	0.5645475982552568	129.0	13.0	29.0	113.0	6.0	136.0	10.0	132.0	3.0	139	19.0	123.0	100.0	42.0	19.0	123.0	142	7.0	135.0	0.04929577464788732	1.0	0.007042253521126761	118.0	23
64	47058	Ariguaní	0.0	73.0	3176.0	793.0	1133.0	4845.0	5	10020	949.0	4607.0	2842.0	756.0	866.0		1.0	0.12793953480723336	0.1204580997884182	16.0	23.0	5.0	34.0	1.0	38.0	1.0	38.0	3.0	36	8.0	31.0	16.0	23.0	4.0	35.0	39	12.0	27.0	0.3076923076923077			31.0	4
65	13052	Arjona	270.0	637.0	11297.0	981.0	4912.0	0.0	5	18097	1798.0	7278.0	5491.0	1912.0	1618.0		1.0	0.08103199489599107	0.12463650184595007	42.0	4.0	14.0	32.0	23.0	23.0	6.0	40.0	11.0	35	35.0	11.0	42.0	4.0	7.0	39.0	46	34.0	12.0	0.7391304347826086			21.0	11
66	5059	Armenia	4644.0	1976.0	15594.0	185.0	10557.0	14454.0	6	47410	4779.0	17718.0	16192.0	6281.0	2440.0	0.002974056106306686	0.9970259438936934	0.15631640412964112	0.23830529028545983	115.0	2.0	66.0	51.0	88.0	29.0	24.0	93.0	39.0	78	92.0	25.0	114.0	3.0	19.0	98.0	117	89.0	28.0	0.7606837606837606			47.0	32
67	63001	Armenia	4644.0	1976.0	15594.0	185.0	10557.0	14454.0	6	47410	4779.0	17718.0	16192.0	6281.0	2440.0	0.002974056106306686	0.9970259438936934	0.15631640412964112	0.23830529028545983	115.0	2.0	66.0	51.0	88.0	29.0	24.0	93.0	39.0	78	92.0	25.0	114.0	3.0	19.0	98.0	117	89.0	28.0	0.7606837606837606			47.0	32
68	73055	Armero	0.0	0.0	2264.0	98.0	0.0	120.0	3	2482	198.0	1050.0	834.0	302.0	98.0		1.0	0.22197505875041662	0.4837698080952779	19.0	0.0	8.0	11.0	1.0	18.0	4.0	15.0	7.0	12	8.0	11.0	19.0	0.0	4.0	15.0	19	5.0	14.0	0.2631578947368421			15.0	4
69	13062	Arroyohondo	0.0	0.0	1711.0	112.0	247.0	0.0	3	2070	176.0	972.0	622.0	188.0	112.0		1.0	0.02612694632347239		1.0	5.0	5.0	1.0	0.0	6.0	0.0	6.0	0.0	6	6.0	0.0	4.0	2.0	0.0	6.0	6	1.0	5.0	0.16666666666666666			4.0	2
70	20032	Astrea	0.0	108.0	4319.0	150.0	881.0	0.0	4	5458	525.0	2612.0	1601.0	432.0	288.0		1.0	0.14222997470415394	0.2457799452236975	33.0	1.0	17.0	17.0	1.0	33.0	2.0	32.0	4.0	30	2.0	32.0	32.0	2.0	6.0	28.0	34	7.0	27.0	0.20588235294117646			26.0	8
71	73067	Ataco	9.0	200.0	3550.0	55.0	0.0	1029.0	5	4843	416.0	2504.0	1293.0	375.0	255.0		1.0	0.2458519638491549	0.3912658471119126	83.0	14.0	16.0	81.0	3.0	94.0	3.0	94.0	5.0	92	15.0	82.0	85.0	12.0	18.0	79.0	97	5.0	92.0	0.05154639175257732			90.0	5
72	27050	Atrato	0.0	0.0	711.0	180.0	0.0	654.0	3	1545	110.0	650.0	436.0	169.0	180.0		1.0	0.21862235179471887		14.0	2.0	11.0	5.0	4.0	12.0	4.0	12.0	0.0	16	6.0	10.0	12.0	4.0	1.0	15.0	16	2.0	14.0	0.125			14.0	2
73	23068	Ayapel	0.0	1456.0	6296.0	63.0	2133.0	3059.0	5	13007	1096.0	5724.0	3649.0	976.0	1562.0		1.0	0.10176991671557178	0.5579937060233157	62.0	23.0	8.0	77.0	6.0	79.0	1.0	84.0	0.0	85	15.0	70.0	57.0	28.0	11.0	74.0	85	15.0	70.0	0.17647058823529413	1.0	0.011764705882352941	59.0	23
74	27073	Bagadó	0.0	111.0	3690.0	85.0	0.0	0.0	3	3886	303.0	2382.0	735.0	234.0	232.0		1.0	0.09032833922770547	0.08840579710144927	11.0	36.0	6.0	41.0	0.0	47.0	0.0	47.0	2.0	45	6.0	41.0	7.0	40.0	1.0	46.0	47	3.0	44.0	0.06382978723404255	37.0	0.7872340425531915	39.0	8
75	27075	Bahía Solano	0.0	63.0	2235.0	284.0	482.0	216.0	5	3280	287.0	1428.0	899.0	319.0	347.0		1.0	0.055079197164307855	0.28564684001677754	10.0	7.0	1.0	16.0	0.0	17.0	0.0	17.0	2.0	15	4.0	13.0	10.0	7.0	6.0	11.0	17	2.0	15.0	0.11764705882352941	9.0	0.5294117647058824	12.0	5
76	27077	Bajo Baudó	0.0	66.0	5458.0	295.0	0.0	0.0	3	5819	444.0	3076.0	1429.0	338.0	532.0		1.0	0.043106493524846023	0.12445542937550363	4.0	67.0	1.0	70.0	0.0	71.0	0.0	71.0	0.0	71	3.0	68.0	24.0	47.0	1.0	70.0	71	3.0	68.0	0.04225352112676056	42.0	0.5915492957746479	58.0	13
